Start (ns),Duration (ns),CorrId,GrdX,GrdY,GrdZ,BlkX,BlkY,BlkZ,Reg/Trd,StcSMem (MB),DymSMem (MB),Bytes (MB),Throughput (MBps),SrcMemKd,DstMemKd,Device,Ctx,Strm,Name
136251322,13935631,10,160,1,1,1024,1,1,32,0.000,0.000,None,,None,None,Tesla V100-SXM2-16GB (0),1,13,"broadcast_kernel(CuKernelContext, CuDeviceArray<Float32, (int)3, (int)1>, Broadcasted<CuArrayStyle<(int)3>, Tuple<OneTo<Int64>, CuArrayStyle<(int)3><Tuple>, CuArrayStyle<(int)3><Tuple>>, sin, CuArrayStyle<Extruded<CuDeviceArray<Float32, (int)3, (int)1>, CuArrayStyle<Bool, OneTo<Int64>, OneTo<Int64>>, CuArrayStyle<Tuple, Tuple, Tuple>>>>, Tuple)"
